Close Price,High Price,Open Price,Low Price
0.8890604290979215,0.8512772860300248,0.9883505218325844,0.9609559271596704
0.8324549318244724,0.7762989910834581,0.909765390480758,0.9013198753851144
0.7843716458925389,0.7176974367112926,0.8625318647887161,0.8606340842496734
0.7597999990405659,0.6721989804952104,0.8037782406322305,0.8356372262872626
0.7463121910005391,0.6425102723276622,0.763550760496801,0.8247834619663569
0.65442503858846,0.6462925847214935,0.8198716050897018,0.7685420146456606
0.6180247920194601,0.5772933963158629,0.733262596835642,0.7141493509088155
0.6104181344930706,0.5426856777858665,0.6862876611827442,0.7037269540813984
0.596033188180815,0.522934639039007,0.6652820787615275,0.6905542362061927
0.5897792122660819,0.5040570524885235,0.6354980086626167,0.6852893811984492
0.526162264924672,0.5211652658863222,0.6901024018337488,0.6517693823012605
0.49441214919009047,0.46771284672704283,0.6327139809693373,0.6041372299519334
0.4913533984734073,0.43861934402347363,0.5909069533902315,0.5969873714404385
0.5025518433967076,0.42933047819446396,0.56538078124575,0.6045216080072352
0.497897421524132,0.42344606610020696,0.5625521358089474,0.6036141129508437
0.4358010712147492,0.44343397495021664,0.619979771755172,0.5708160609867419
0.42688647389909357,0.3979067044930278,0.5557192539921249,0.5414727858815331
0.4229789773643016,0.37951432345633507,0.5386872987825468,0.536491419648575
0.4334958229249434,0.3710644190583221,0.5140235218522176,0.5427717571305191
0.44967843020438375,0.37127303407585915,0.5025599863428387,0.558358752643053
0.3849171162042978,0.40030357408908457,0.5831669537986466,0.5260962226852963
0.3736732394342795,0.3541106090722963,0.5183201473528987,0.49401532605152554
0.3891100432703061,0.34044731599866646,0.4913388928232838,0.5041828650781272
0.3956100487074024,0.339804746069443,0.488663250531205,0.5097795059205608
0.4082389253706952,0.3382290927152467,0.47553447488076217,0.5215243678297995
0.36171275563940236,0.37097569092308225,0.5452148967305284,0.5034101367814902
0.34544731417752633,0.33167249356961737,0.5014710277513671,0.469739085564003
0.35642029262809777,0.31539380089220626,0.4720226921406814,0.4752433654018067
